H,dS,dX,VEC,sigma,dHmix,dSmix
2.0,0.9,0.1275677325972363,7.194,5.609499465599328,-19.068928,12.791378566341296
0.5,0.18,0.0797464124073798,8.385,0.3399483341407857,-2.69316848,11.000883229837363
1.0,0.32,0.0797464124073798,8.385,0.3399483341407857,-2.69316848,11.000883229837363
2.0,0.56,0.0797464124073798,8.385,0.3399483341407857,-2.69316848,11.000883229837363
0.5,0.12,0.1071234776626822,7.646,5.022818341427082,-9.3354826,12.81330027856866
1.0,0.22,0.1071234776626822,7.646,5.022818341427082,-9.3354826,12.81330027856866
2.0,0.4,0.1071234776626822,7.646,5.022818341427082,-9.3354826,12.81330027856866
0.5,0.16,0.114049399823059,7.3508,5.706817365872649,-11.39385056,12.95578274322986
1.0,0.28,0.114049399823059,7.3508,5.706817365872649,-11.39385056,12.95578274322986
2.0,0.5,0.114049399823059,7.3508,5.706817365872649,-11.39385056,12.95578274322986
2.0,0.623,0.1200006666648148,6.42,5.774063858123162,-10.0544,13.229680661928445
5.0,1.156,0.1200006666648148,6.42,5.774063858123162,-10.0544,13.229680661928445
2.0,0.649,0.1207259292778481,6.44,5.7792558888957855,-10.063600000000005,13.247830271378616
5.0,1.315,0.1207259292778481,6.44,5.7792558888957855,-10.063600000000005,13.247830271378616
2.0,0.686,0.1214230620598904,6.460000000000001,5.784438006281253,-10.072,13.258692409978858
5.0,1.361,0.1214230620598904,6.460000000000001,5.784438006281253,-10.072,13.258692409978858
2.0,0.662,0.1220925468650727,6.48,5.789610234850571,-10.0796,13.262308549782333
5.0,1.306,0.1220925468650727,6.48,5.789610234850571,-10.0796,13.262308549782333
2.0,2.1,0.1741325931582022,6.860000000000001,4.14070372309715,-29.7482,12.568480313444276
0.5,0.48,0.1741325931582022,6.860000000000001,4.14070372309715,-29.7482,12.568480313444276
1.0,1.06,0.1741325931582022,6.860000000000001,4.14070372309715,-29.7482,12.568480313444276
1.5,1.6,0.1741325931582022,6.860000000000001,4.14070372309715,-29.7482,12.568480313444276
2.0,3.6,0.1796055678424251,6.9,4.361604250270622,-30.4554,12.36579818157664
0.5,1.04,0.1796055678424251,6.9,4.361604250270622,-30.4554,12.36579818157664
1.0,2.02,0.1796055678424251,6.9,4.361604250270622,-30.4554,12.36579818157664
1.5,2.87,0.1796055678424251,6.9,4.361604250270622,-30.4554,12.36579818157664
2.0,0.531,0.1207012427442236,6.4350000000000005,5.773465048522158,-10.127600000000005,13.254279663616156
5.0,1.135,0.1207012427442236,6.4350000000000005,5.773465048522158,-10.127600000000005,13.254279663616156
2.0,0.591,0.1220605997035898,6.465,5.772266991631865,-10.2716,13.29676211879624
5.0,1.151,0.1220605997035898,6.465,5.772266991631865,-10.2716,13.29676211879624
2.0,0.57,0.123365756999258,6.495,5.771068350881405,-10.412400000000002,13.330482036568007
5.0,1.096,0.123365756999258,6.495,5.771068350881405,-10.412400000000002,13.330482036568007
5.0,10.6,0.2919763004080982,4.82,14.534290831626803,-37.2368,11.467081724614138
5.0,10.2,0.2935251266927586,4.82,14.869671140400088,-39.150400000000005,13.287551130951416
5.0,9.2,0.2967477716849783,4.82,15.02092058458308,-39.071200000000005,14.5791947303076
5.0,0.74,0.0946339533994009,8.3208,0.3025107344440896,-3.64845056,11.515959845855614
5.0,0.7,0.0962098221038496,8.324,0.577995610997872,-3.673926320000001,11.624373588571848
5.0,0.72,0.1038055237017761,8.3443,1.2434647615163537,-3.80755872,11.967226654968036
5.0,0.73,0.112002030645986,8.370999999999999,1.7177343953982185,-3.96347804,12.25685103199398
5.0,0.76,0.1251972870671645,8.4156,2.329794628319539,-4.23215568,12.643061249378302
5.0,0.89,0.1459601862087655,8.497,3.138935004230777,-4.697357760000001,13.102652782280863
5.0,0.86,0.1703036712581382,8.641300000000001,3.9735583069009865,-5.299467719999999,13.371108428492404
7.0,0.674,0.1113454248667828,7.7513,4.528231810566604,-8.91372028,13.111267677071908
2.0,0.277,0.1040127726364944,8.1871,4.512167790692017,-8.728344759999999,12.531101952259172
0.56,0.068,0.1551249373790016,7.731,4.604131954387893,-7.589889119999999,13.318356532545849
0.56,0.098,0.1547907154174564,7.686199999999999,4.684758527180842,-8.006010799999999,13.398172320357403
0.56,0.167,0.1531494894099078,7.4834,5.034113563719657,-10.0199018,13.713998472907427
0.56,0.154,0.1528355750318988,7.450000000000001,5.089502757059114,-10.38117436,13.763821732963333
